page	type	code	text
36	option_line	3	Я УЖЕ ПРИСПОСОБИЛСЯ/ЛАСЬ
36	option_line	4	Никогда
36	option_line	4	Совсем небезопасно
36	option_line	4	Я ЖИВУ, КАК И РАНЬШЕ, ДЛЯ МЕНЯ НИЧЕГО ОСОБЕННО НЕ ИЗМЕНИЛОСЬ
36	option_line	5	ЧТОБЫ УЛУЧШИТЬ СВОЮ ЖИЗНЬ, ДОБИТЬСЯ БОЛЬШЕГО
37	answer_block_for_question	155	Постоянно или почти всегда 1 | Довольно часто 2 | Иногда, временами 3 | Никогда 4 | З/О 7 | ОТКАЗ 8
37	answer_block_for_question	156	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
37	answer_block_for_question	157	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
37	answer_block_for_question	158	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
37	answer_block_for_question	159	СРАЗУ ПОЛОЖИЛИ ТРУБКУ, НЕ ОТВЕТИЛИ В МЕСЕНДЖЕРЕ 1 | ВСТУПИЛИ В ДИАЛОГ, НО В ХОДЕ БЕСЕДЫ ИЛИ ПЕРЕПИСКИ ПОНЯЛИ, | ЧТО ЭТО МОШЕННИКИ 2 | ПЕРЕДАЛИ КАКИЕ-ТО ПЕРСОНАЛЬНЫЕ ДАННЫЕ И В РЕЗУЛЬТАТЕ ПОТЕРЯЛИ | ДЕНЕЖНЫЕ СРЕДСТВА 3 | ПЕРЕДАЛИ КАКИЕ-ТО ПЕРСОНАЛЬНЫЕ ДАННЫЕ, НО БЕЗ ПОТЕРИ ДЕНЕГ 4 | З/О 7 | ОТКАЗ 8
37	answer_block_for_question	160	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
37	option_line	1	СРАЗУ ПОЛОЖИЛИ ТРУБКУ, НЕ ОТВЕТИЛИ В МЕСЕНДЖЕРЕ
37	option_line	2	ЧТО ЭТО МОШЕННИКИ
37	option_line	3	ДЕНЕЖНЫЕ СРЕДСТВА
37	option_line	4	ПЕРЕДАЛИ КАКИЕ-ТО ПЕРСОНАЛЬНЫЕ ДАННЫЕ, НО БЕЗ ПОТЕРИ ДЕНЕГ
38	answer_block_for_question	161	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
38	answer_block_for_question	162	(НАЗНАЧЕНА ИНВАЛИДНОСТЬ И ЕСТЬ СТАЖ) 01 | ПЕНСИЮ ПО ИНВАЛИДНОСТИ ПО ГОСУДАРСТВЕННОМУ | ПЕНСИОННОМУ ОБЕСПЕЧЕНИЮ (ИНВАЛИД-УЧАСТНИК ВОВ ИЛИ | ИЗ-ЗА ВОЕННОЙ ТРАВМЫ ИЛИ ЗАБОЛЕВАНИЯ, | ПОЛУЧЕННОГО НА ВОЕННОЙ СЛУЖБЕ) 02 | СОЦИАЛЬНУЮ ПЕНСИЮ ПО ИНВАЛИДНОСТИ (НАЗНАЧЕНА | ИНВАЛИДНОСТЬ И НИКОГДА НЕ РАБОТАЛ, ИНВАЛИД С ДЕТСТВА) 03 | ГОСУДАРСТВЕННУЮ ПЕНСИЮ НЕТРУДОСПОСОБНЫМ ГРАЖДАНАМ | ПО СЛУЧАЮ ПОТЕРИ КОРМИЛЬЦА (СОСТОЯЛ НА ИЖДИВЕНИИ ПОГИБШЕГО | ВОЕННОСЛУЖАЩЕГО ИЛИ ЛИЦА, ПОСТРАДАВШЕГО В РЕЗУЛЬТАТЕ | ЧЕРНОБЫЛЬСКОЙ И ДРУГИХ ТЕХНОГЕННЫХ КАТАСТРОФ) 04 | ТРУДОВУЮ ПЕНСИЮ ПО ПОТЕРЕ КОРМИЛЬЦА | (НЕТРУДОСПОСОБНЫЙ, СОСТОЯЛ НА ИЖДИВЕНИИ УМЕРШЕГО | РОДСТВЕННИКА, КОТОРЫЙ ИМЕЛ ТРУДОВОЙ СТАЖ) 05 | СОЦИАЛЬНУЮ ПЕНСИЮ ПО СТАРОСТИ, ПО ВОЗРАСТУ 06 | ВОЕННУЮ 07 | ПО ВЫСЛУГЕ ЛЕТ КАК МЕДРАБОТНИК ИЛИ УЧИТЕЛЬ 08 | ПО ВЫСЛУГЕ ЛЕТ КАК ГОССЛУЖАЩИЙ 09 | ПЕНСИЮ ПО СТАРОСТИ ПО ГОСУДАРСТВЕННОМУ ПЕНСИОННОМУ | ОБЕСПЕЧЕНИЮ, НАЗНАЧАЕМУЮ ГРАЖДАНАМ, ПОСТРАДАВШИМ | В РЕЗУЛЬТАТЕ ЧЕРНОБЫЛЬСКОЙ И ДРУГИХ КАТАСТРОФ 10 | ТРУДОВУЮ ПЕНСИЮ ПО СТАРОСТИ, ПО ВОЗРАСТУ, | ВКЛЮЧАЯ ДОСРОЧНЫЕ ПЕНСИИ ПО СТАРОСТИ ЗА РАБОТУ | В ОСОБЫХ УСЛОВИЯХ ТРУДА ИЛИ В РАЙОНАХ КРАЙНЕГО СЕВЕРА 11 | ПЕНСИЮ НЕ ПОЛУЧАЕТ - ПОЛУЧАЕТ ТОЛЬКО ВЫПЛАТЫ | КАК УЧАСТНИК БОЕВЫХ ДЕЙСТВИЙ 13 | ДРУГУЮ [ЗАПИШИТЕ, КАКУЮ ИМЕННО ] 12 | З/О 97 | ОТКАЗ 98
38	option_line	01	(НАЗНАЧЕНА ИНВАЛИДНОСТЬ И ЕСТЬ СТАЖ)
38	option_line	02	ПОЛУЧЕННОГО НА ВОЕННОЙ СЛУЖБЕ)
38	option_line	03	ИНВАЛИДНОСТЬ И НИКОГДА НЕ РАБОТАЛ, ИНВАЛИД С ДЕТСТВА)
38	option_line	04	ЧЕРНОБЫЛЬСКОЙ И ДРУГИХ ТЕХНОГЕННЫХ КАТАСТРОФ)
38	option_line	05	РОДСТВЕННИКА, КОТОРЫЙ ИМЕЛ ТРУДОВОЙ СТАЖ)
38	option_line	06	СОЦИАЛЬНУЮ ПЕНСИЮ ПО СТАРОСТИ, ПО ВОЗРАСТУ
38	option_line	07	ВОЕННУЮ
38	option_line	08	ПО ВЫСЛУГЕ ЛЕТ КАК МЕДРАБОТНИК ИЛИ УЧИТЕЛЬ
38	option_line	09	ПО ВЫСЛУГЕ ЛЕТ КАК ГОССЛУЖАЩИЙ
38	option_line	10	В РЕЗУЛЬТАТЕ ЧЕРНОБЫЛЬСКОЙ И ДРУГИХ КАТАСТРОФ
38	option_line	11	В ОСОБЫХ УСЛОВИЯХ ТРУДА ИЛИ В РАЙОНАХ КРАЙНЕГО СЕВЕРА
38	option_line	12	ДРУГУЮ [ЗАПИШИТЕ, КАКУЮ ИМЕННО
38	option_line	13	КАК УЧАСТНИК БОЕВЫХ ДЕЙСТВИЙ
39	answer_block_for_question	164	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
39	answer_block_for_question	165	З/О 997 | ОТКАЗ 998
39	answer_block_for_question	166	ПО УХОДУ ЗА РЕБЁНКОМ ДО 3-Х ЛЕТ 1 | У РЕСПОНДЕНТА НЕТ РАБОТЫ 2
39	answer_block_for_question	167	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
39	answer_block_for_question	168	НЕТ СТАЖА 96 | З/О 97 | ОТКАЗ 98
39	answer_block_for_question	169	З/О 9997 | З/О 97 | ОТКАЗ 9998 | ОТКАЗ 98
39	option_line	96	НЕТ СТАЖА
40	answer_block_for_question	170	ПОШЛИ УЧИТЬСЯ 01 | ВАС ПРИЗВАЛИ НА ВОЕННУЮ ИЛИ АЛЬТЕРНАТИВНУЮ ГРАЖДАНСКУЮ СЛУЖБУ 13 | ВЫШЛИ НА ПЕНСИЮ И САМИ РЕШИЛИ УЙТИ С РАБОТЫ 16 | ВЫШЛИ НА ПЕНСИЮ И ВАС ОБЯЗАЛИ УВОЛИТЬСЯ 17 | ВАС СОКРАТИЛИ ИЛИ ПРЕДПРИЯТИЕ, ОРГАНИЗАЦИЮ ЗАКРЫЛИ 03 | ЗАКОНЧИЛСЯ КОНТРАКТ 04 | ВАС УВОЛИЛИ ПО КАКИМ-ЛИБО ДРУГИМ ПРИЧИНАМ 14 | НЕ УСТРАИВАЛА ЗАРАБОТНАЯ ПЛАТА. 05 | НЕ УСТРАИВАЛИ УСЛОВИЯ РАБОТЫ - ГРАФИК, УДАЛЕННОСТЬ ОТ ДОМА И Т.Д. 06 | НЕ СЛОЖИЛИСЬ ВЗАИМООТНОШЕНИЯ С РУКОВОДСТВОМ, КОЛЛЕГАМИ 07 | ПЕРЕЕХАЛИ НА ДРУГОЕ МЕСТО ЖИТЕЛЬСТВА 08 | ПО СОСТОЯНИЮ ЗДОРОВЬЯ 09 | ПО СЕМЕЙНЫМ ОБСТОЯТЕЛЬСТВАМ - ТАКИМ, КАК РОЖДЕНИЕ РЕБЕНКА, | ВСТУПЛЕНИЕ В БРАК, УХОД ЗА ЧЛЕНАМИ СЕМЬИ, | ВЕДЕНИЕ ДОМАШНЕГО ХОЗЯЙСТВА И Т.Д. 10 | ИМЕЛИ ВОЗМОЖНОСТЬ ПЕРЕСТАТЬ РАБОТАТЬ 11 | ВЫ ЛИКВИДИРОВАЛИ, ПРОДАЛИ СОБСТВЕННОЕ ДЕЛО ИЛИ СЕМЕЙНЫЙ БИЗНЕС 15 | ПО ДРУГОЙ ПРИЧИНЕ 12 | З/О 97 | ОТКАЗ 98
40	answer_block_for_question	171	З/О 7 | ОТКАЗ 8
40	answer_block_for_question	172	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
40	answer_block_for_question	173	З/О 997 | ОТКАЗ 998
40	option_line	01	ПОШЛИ УЧИТЬСЯ
40	option_line	03	ВАС СОКРАТИЛИ ИЛИ ПРЕДПРИЯТИЕ, ОРГАНИЗАЦИЮ ЗАКРЫЛИ
40	option_line	04	ЗАКОНЧИЛСЯ КОНТРАКТ
40	option_line	05	НЕ УСТРАИВАЛА ЗАРАБОТНАЯ ПЛАТА.
40	option_line	06	НЕ УСТРАИВАЛИ УСЛОВИЯ РАБОТЫ - ГРАФИК, УДАЛЕННОСТЬ ОТ ДОМА И Т.Д.
40	option_line	07	НЕ СЛОЖИЛИСЬ ВЗАИМООТНОШЕНИЯ С РУКОВОДСТВОМ, КОЛЛЕГАМИ
40	option_line	08	ПЕРЕЕХАЛИ НА ДРУГОЕ МЕСТО ЖИТЕЛЬСТВА
40	option_line	09	ПО СОСТОЯНИЮ ЗДОРОВЬЯ
40	option_line	10	ВЕДЕНИЕ ДОМАШНЕГО ХОЗЯЙСТВА И Т.Д.
40	option_line	11	ИМЕЛИ ВОЗМОЖНОСТЬ ПЕРЕСТАТЬ РАБОТАТЬ
40	option_line	12	ПО ДРУГОЙ ПРИЧИНЕ
40	option_line	13	ВАС ПРИЗВАЛИ НА ВОЕННУЮ ИЛИ АЛЬТЕРНАТИВНУЮ ГРАЖДАНСКУЮ СЛУЖБУ
40	option_line	14	ВАС УВОЛИЛИ ПО КАКИМ-ЛИБО ДРУГИМ ПРИЧИНАМ
40	option_line	15	ВЫ ЛИКВИДИРОВАЛИ, ПРОДАЛИ СОБСТВЕННОЕ ДЕЛО ИЛИ СЕМЕЙНЫЙ БИЗНЕС
40	option_line	16	ВЫШЛИ НА ПЕНСИЮ И САМИ РЕШИЛИ УЙТИ С РАБОТЫ
40	option_line	17	ВЫШЛИ НА ПЕНСИЮ И ВАС ОБЯЗАЛИ УВОЛИТЬСЯ
41	answer_block_for_question	174	ИЛИ ПО ВЫСЛУГЕ ЛЕТ, ТО ЕСТЬ В ВОПРОСЕ 162. НА СТР.38 ОТМЕЧЕН ОДИН ИЗ КОДОВ 6, 7, 8, 9, 10 | ИЛИ 11, ПЕРЕХОДИТЕ К ВОПРОСУ 177. | Вы получаете пособие по безработице? | Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
41	answer_block_for_question	175	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
41	answer_block_for_question	176	З/О 997 | ОТКАЗ 998
41	answer_block_for_question	177	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
41	answer_block_for_question	178	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
41	answer_block_for_question	179	З/О 997 | ОТКАЗ 998
41	answer_block_for_question	180	НЕ ИЩЕТ 996 | З/О 997 | ОТКАЗ 998
41	option_line	10	ИЛИ ПО ВЫСЛУГЕ ЛЕТ, ТО ЕСТЬ В ВОПРОСЕ 162. НА СТР.38 ОТМЕЧЕН ОДИН ИЗ КОДОВ 6, 7, 8, 9,
41	option_line	996	НЕ ИЩЕТ
42	answer_block_for_question	181	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
42	answer_block_for_question	182	на биржи труда 1 2 7 8 | например, Хедхантер, Суперджоб и другие 1 2 7 8
42	answer_block_for_question	183	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
42	answer_block_for_question	184	Смогли бы 1 | Не смогли бы 2 | З/О 7 | ОТКАЗ 8
42	answer_block_for_question	185	И СКОРО ПРИСТУПИТЕ 995 | РАБОТУ НАЙТИ НЕВОЗМОЖНО 996 | З/О 997 | ОТКАЗ 998
42	option_line	1	Смогли бы
42	option_line	2	Не смогли бы
42	option_line	8	на биржи труда 1 2 7
42	option_line	8	например, Хедхантер, Суперджоб и другие 1 2 7
42	option_line	995	И СКОРО ПРИСТУПИТЕ
42	option_line	996	РАБОТУ НАЙТИ НЕВОЗМОЖНО
43	answer_block_for_question	186	УЧИЛИЩА (ПУ), ПРОФЕССИОНАЛЬНОГО ЛИЦЕЯ (ПЛ) 01 | СТУДЕНТ ДНЕВНОГО ТЕХНИКУМА, КОЛЛЕДЖА 15 | СТУДЕНТ ДНЕВНОГО ВУЗА 16 | НЕ РАБОТАЕТЕ ПО СОСТОЯНИЮ ЗДОРОВЬЯ, ИНВАЛИД 03 | ПЕНСИОНЕР И НЕ РАБОТАЕТЕ 04 | НАХОДИТЕСЬ В ДЕКРЕТНОМ ОТПУСКЕ 05 | НАХОДИТЕСЬ В ОФИЦИАЛЬНОМ ОТПУСКЕ ПО УХОДУ ЗА РЕБЁНКОМ | ДО 3-Х ЛЕТ С СОХРАНЕНИЕМ МЕСТА 06 | ДОМАШНЯЯ ХОЗЯЙКА, УХАЖИВАЕТЕ ЗА ДРУГИМИ ЧЛЕНАМИ СЕМЬИ, | ВОСПИТЫВАЕТЕ ДЕТЕЙ 07 | ВРЕМЕННО НЕ РАБОТАЕТЕ ПО ДРУГИМ ПРИЧИНАМ И ИЩЕТЕ РАБОТУ 08 | ВРЕМЕННО НЕ РАБОТАЕТЕ ПО ДРУГИМ ПРИЧИНАМ И НЕ ХОТИТЕ РАБОТАТЬ 09 | ФЕРМЕР 10 | ПРЕДПРИНИМАТЕЛЬ 11 | РАБОТАЕТЕ НА ПРЕДПРИЯТИИ, В ОРГАНИЗАЦИИ, | КОЛХОЗЕ, СОВХОЗЕ, КООПЕРАТИВЕ 12 | РАБОТАЕТЕ НЕ НА ПРЕДПРИЯТИИ, В ОРГАНИЗАЦИИ, | УЧРЕЖДЕНИИ, КОЛХОЗЕ, СОВХОЗЕ, КООПЕРАТИВЕ 13 | ДРУГОЕ, ЧТО ИМЕННО 14 | ИНТЕРВЬЮЕР! ЗАПИШИТЕ | З/О 97 | ОТКАЗ 98
43	answer_block_for_question	187	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
43	answer_block_for_question	188	З/О 9997 | З/О 9997 | ОТКАЗ 9998 | ОТКАЗ 9998
43	answer_block_for_question	189	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
43	option_line	01	УЧИЛИЩА (ПУ), ПРОФЕССИОНАЛЬНОГО ЛИЦЕЯ (ПЛ)
43	option_line	03	НЕ РАБОТАЕТЕ ПО СОСТОЯНИЮ ЗДОРОВЬЯ, ИНВАЛИД
43	option_line	04	ПЕНСИОНЕР И НЕ РАБОТАЕТЕ
43	option_line	05	НАХОДИТЕСЬ В ДЕКРЕТНОМ ОТПУСКЕ
43	option_line	06	ДО 3-Х ЛЕТ С СОХРАНЕНИЕМ МЕСТА
43	option_line	07	ВОСПИТЫВАЕТЕ ДЕТЕЙ
43	option_line	08	ВРЕМЕННО НЕ РАБОТАЕТЕ ПО ДРУГИМ ПРИЧИНАМ И ИЩЕТЕ РАБОТУ
43	option_line	09	ВРЕМЕННО НЕ РАБОТАЕТЕ ПО ДРУГИМ ПРИЧИНАМ И НЕ ХОТИТЕ РАБОТАТЬ
43	option_line	10	ФЕРМЕР
43	option_line	11	ПРЕДПРИНИМАТЕЛЬ
43	option_line	12	КОЛХОЗЕ, СОВХОЗЕ, КООПЕРАТИВЕ
43	option_line	13	УЧРЕЖДЕНИИ, КОЛХОЗЕ, СОВХОЗЕ, КООПЕРАТИВЕ
43	option_line	14	ДРУГОЕ, ЧТО ИМЕННО
43	option_line	15	СТУДЕНТ ДНЕВНОГО ТЕХНИКУМА, КОЛЛЕДЖА
43	option_line	16	СТУДЕНТ ДНЕВНОГО ВУЗА
44	answer_block_for_question	190	З/О 9997 | З/О 9997 | ОТКАЗ 9998 | ОТКАЗ 9998
44	answer_block_for_question	191	Практически всегда 1 | Часто 2 | Редко 3 | Практически никогда 4 | З/О 7 | ОТКАЗ 8
44	answer_block_for_question	192	другими родственниками 1 2 3 4 5 6 7 8
44	answer_block_for_question	193	другими родственниками 1 2 3 4 5 6 7 8
44	answer_block_for_question	194	Большинству людей можно доверять 1 | Или что в отношениях с людьми всегда надо быть осторожным 2 | И ТО, И ДРУГОЕ, В ЗАВИСИМОСТИ ОТ ЧЕЛОВЕКА, УСЛОВИЙ 3 | З/О 7 | ОТКАЗ 8
44	option_line	1	Большинству людей можно доверять
44	option_line	1	Практически всегда
44	option_line	2	Или что в отношениях с людьми всегда надо быть осторожным
44	option_line	2	Часто
44	option_line	3	И ТО, И ДРУГОЕ, В ЗАВИСИМОСТИ ОТ ЧЕЛОВЕКА, УСЛОВИЙ
44	option_line	3	Редко
44	option_line	4	Практически никогда
44	option_line	8	другими родственниками 1 2 3 4 5 6 7
45	answer_block_for_question	196	Ваших старых друзей и знакомых в основном сменили новые 1 | Вы сохранили каких-то старых друзей и знакомых, | и к ним добавились новые 2 | Ваш круг друзей и знакомых остался прежним 3 | Ваш круг друзей и знакомых уменьшился 4 | НЕТ ДРУЗЕЙ И ЗНАКОМЫХ 6 | З/О 7 | ОТКАЗ 8
45	answer_block_for_question	197	Больше тех, кто материально живет лучше Вас 1 | Больше тех, кто материально живет хуже Вас 2 | БОЛЬШИНСТВО ЖИВЕТ ПОЧТИ ТАК ЖЕ, КАК РЕСПОНДЕНТ 6 | З/О 7 | ОТКАЗ 8
45	answer_block_for_question	198	НЕТ БЛИЗКИХ ДРУЗЕЙ 96 | З/О 97 | ОТКАЗ 98
45	answer_block_for_question	199	градусники в пункты приема 1 2 7 8 | об обнаруженном вреде природе 1 2 7 8
45	answer_block_for_question	200	Очень подходит 1 | Скорее подходит 2 | Скорее не подходит 3 | Совсем не подходит 4 | З/О 7 | ОТКАЗ 8
45	option_line	1	Больше тех, кто материально живет лучше Вас
45	option_line	1	Ваших старых друзей и знакомых в основном сменили новые
45	option_line	1	Очень подходит
45	option_line	2	Больше тех, кто материально живет хуже Вас
45	option_line	2	Скорее подходит
45	option_line	2	и к ним добавились новые
45	option_line	3	Ваш круг друзей и знакомых остался прежним
45	option_line	3	Скорее не подходит
45	option_line	4	Ваш круг друзей и знакомых уменьшился
45	option_line	4	Совсем не подходит
45	option_line	6	БОЛЬШИНСТВО ЖИВЕТ ПОЧТИ ТАК ЖЕ, КАК РЕСПОНДЕНТ
45	option_line	6	НЕТ ДРУЗЕЙ И ЗНАКОМЫХ
45	option_line	8	градусники в пункты приема 1 2 7
45	option_line	8	об обнаруженном вреде природе 1 2 7
45	option_line	96	НЕТ БЛИЗКИХ ДРУЗЕЙ
46	answer_block_for_question	1	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
46	answer_block_for_question	2	Да 1 | Нет 2 | РЕСПОНДЕНТ НЕ РАБОТАЕТ 6 | З/О 7 | ОТКАЗ 8
46	answer_block_for_question	3	Несколько раз в месяц 1 | Один раз в месяц 2 | 2-3 раза в течение года 3 | Один раз в течение года 4 | Реже одного раза в год 5 | З/О 7 | ОТКАЗ 8
46	answer_block_for_question	4	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
46	answer_block_for_question	5	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
46	option_line	1	Несколько раз в месяц
46	option_line	2	Один раз в месяц
46	option_line	3	2-3 раза в течение года
46	option_line	4	Один раз в течение года
46	option_line	5	Реже одного раза в год
46	option_line	6	РЕСПОНДЕНТ НЕ РАБОТАЕТ
47	answer_block_for_question	10	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
47	answer_block_for_question	11	З/О 97 | ОТКАЗ 98
47	answer_block_for_question	12	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
47	answer_block_for_question	6	З/О 7 | ОТКАЗ 8
47	answer_block_for_question	7	или просто к медработникам 1 | Не обращались к медработникам, | занимались лечением самостоятельно 4 | З/О 7 | ОТКАЗ 8
47	answer_block_for_question	8	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
47	answer_block_for_question	9	З/О 997 | ОТКАЗ 998
47	option_line	1	или просто к медработникам
47	option_line	4	занимались лечением самостоятельно
48	answer_block_for_question	1	Да 1 | Нет 2
48	answer_block_for_question	13	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
48	answer_block_for_question	2	Да, по назначению врача 1 | Да, без назначения врача 2 | Нет, не принимали 3
48	answer_block_for_question	3	частые приступы паники 1 2 7 | агрессии 1 2 7
48	option_line	1	Да, по назначению врача
48	option_line	2	Да, без назначения врача
48	option_line	3	Нет, не принимали
48	option_line	7	агрессии 1 2
48	option_line	7	частые приступы паники 1 2
49	answer_block_for_question	1	З/О 997 | ОТКАЗ 998
49	answer_block_for_question	2	З/О 997 | ОТКАЗ 998
49	answer_block_for_question	3	Вы потеряли в весе 1 | Вы прибавили в весе 2 | ВЕС НЕ ИЗМЕНИЛСЯ 3 | З/О 7 | ОТКАЗ 8
49	answer_block_for_question	4	Очень хорошее 1 | Хорошее 2 | Среднее, не хорошее, но и не плохое 3 | Плохое 4 | Совсем плохое 5 | З/О 7 | ОТКАЗ 8
49	answer_block_for_question	5	ГОРАЗДО ЛУЧШЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА 1 | СКОРЕЕ ЛУЧШЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА 2 | ПРИМЕРНО ТАКОЕ ЖЕ, КАК ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА 3 | СКОРЕЕ ХУЖЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА 4 | ГОРАЗДО ХУЖЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА 5 | З/О 7 | ОТКАЗ 8
49	option_line	1	Вы потеряли в весе
49	option_line	1	ГОРАЗДО ЛУЧШЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА
49	option_line	1	Очень хорошее
49	option_line	2	Вы прибавили в весе
49	option_line	2	СКОРЕЕ ЛУЧШЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА
49	option_line	2	Хорошее
49	option_line	3	ВЕС НЕ ИЗМЕНИЛСЯ
49	option_line	3	ПРИМЕРНО ТАКОЕ ЖЕ, КАК ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА
49	option_line	3	Среднее, не хорошее, но и не плохое
49	option_line	4	Плохое
49	option_line	4	СКОРЕЕ ХУЖЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА
49	option_line	5	ГОРАЗДО ХУЖЕ, ЧЕМ ОБЫЧНО У ЛЮДЕЙ МОЕГО ПОЛА И ВОЗРАСТА
49	option_line	5	Совсем плохое
50	answer_block_for_question	10	Первая группа 1 | Вторая группа 2 | Третья группа 3 | З/О 7 | ОТКАЗ 8
50	answer_block_for_question	11	З/О 97 | З/О 9997 | ОТКАЗ 98 | ОТКАЗ 9998
50	answer_block_for_question	8	Заболевания сердца 1 2 7 8 | Заболевания легких, бронхов 1 2 7 8 | Заболевания печени 1 2 7 8 | Заболевания почек 1 2 7 8 | Заболевания желудочно-кишечного тракта 1 2 7 8 | Заболевания позвоночника 1 2 7 8 | диабет или повышенный сахар в крови 1 2 7 8 | повышенное артериальное давление 1 2 7 8 | ЖЕНЩИН] Гинекологические заболевания 1 2 7 8 | какие именно? [ИНТЕРВЬЮЕР! НАПИШИТЕ] 1 2 7 8
50	answer_block_for_question	9	Да 1 | Нет 2 | РЕБЕНОК-ИНВАЛИД | (ДЛЯ РЕСПОНДЕНТОВ МЛАДШЕ 18-ТИ ЛЕТ) 5 | ОФОРМЛЯЕТ ДОКУМЕНТЫ 6 | З/О 7 | ОТКАЗ 8
50	option_line	1	Первая группа
50	option_line	2	Вторая группа
50	option_line	3	Третья группа
50	option_line	5	(ДЛЯ РЕСПОНДЕНТОВ МЛАДШЕ 18-ТИ ЛЕТ)
50	option_line	6	ОФОРМЛЯЕТ ДОКУМЕНТЫ
50	option_line	8	ЖЕНЩИН] Гинекологические заболевания 1 2 7
50	option_line	8	Заболевания желудочно-кишечного тракта 1 2 7
50	option_line	8	Заболевания легких, бронхов 1 2 7
50	option_line	8	Заболевания печени 1 2 7
50	option_line	8	Заболевания позвоночника 1 2 7
50	option_line	8	Заболевания почек 1 2 7
50	option_line	8	Заболевания сердца 1 2 7
50	option_line	8	диабет или повышенный сахар в крови 1 2 7
50	option_line	8	какие именно? [ИНТЕРВЬЮЕР! НАПИШИТЕ] 1 2 7
50	option_line	8	повышенное артериальное давление 1 2 7
51	answer_block_for_question	14	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
51	answer_block_for_question	15	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
51	answer_block_for_question	16	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
51	answer_block_for_question	18	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
51	answer_block_for_question	19	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
52	answer_block_for_question	21	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
52	answer_block_for_question	24	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
52	answer_block_for_question	24.1	Да, курите 1 | Нет, не курите 2 | З/О 7 | ОТКАЗ 8
52	answer_block_for_question	25	З/О 97 | ОТКАЗ 98
52	answer_block_for_question	26	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
52	option_line	1	Да, курите
52	option_line	2	Нет, не курите
53	answer_block_for_question	27	системы нагревания табака, вейп и т.п. 1 2 7 8 | Кальян 1 2 7 8
53	answer_block_for_question	28.1	НЕ КУРИТ ОБЫЧНЫЕ СИГАРЕТЫ ИЛИ ТРУБКУ 96 | З/О 97 | ОТКАЗ 98
53	answer_block_for_question	28.2	НЕ КУРИТ ЭЛЕКТРОННЫЕ СИГАРЕТЫ ИЛИ ВЕЙП 96 | З/О 97 | ОТКАЗ 98
53	answer_block_for_question	28.3	Несколько раз в неделю 1 | Один раз в неделю 2 | 1-2 раза в месяц 3 | Реже 1 раза в месяц 4 | НЕ КУРИТ КАЛЬЯН 6 | З/О 7 | ОТКАЗ 8
53	answer_block_for_question	29	Да 1 | Нет 2 | З/О 7 | ОТКАЗ 8
53	option_line	1	Несколько раз в неделю
53	option_line	2	Один раз в неделю
53	option_line	3	1-2 раза в месяц
